Date,asset,year,strategy,horizon,threshold,signal,p_up,gross_asset_ret,turnover_asset,net_asset_ret,position_asset,daily_ret_clp,price_usd,usdclp,price_clp
2019-08-08,CPER,2019,HGB,20,0.6,0.0,0.3687561960007561,0.0,0.0,0.0,0.0,0.003894136902933276,16.290000915527344,714.280029296875,11635.622331188992
2019-08-08,ECH,2019,HGB,5,0.52,1.0,0.640923991636215,0.02035897885800586,0.0,0.02035897885800586,1.0,0.02035897885800586,28.954631805419922,714.280029296875,20681.71525425557
2019-08-08,QQQ,2019,MOMENTUM,1,,1.0,,0.021334683566551993,1.0,0.01983468356655199,1.0,0.021334683566551993,180.28671264648438,714.280029296875,128775.19839096814
2019-08-09,CPER,2019,HGB,20,0.6,0.0,0.37624611354661514,-0.0,0.0,-0.0,0.0,-0.008521432371653592,16.260000228881836,709.5,11536.470162391663
2019-08-09,ECH,2019,HGB,5,0.52,1.0,0.6761256470722278,-0.004562581729307014,0.0,-0.004562581729307014,1.0,-0.004562581729307014,29.016706466674805,709.5,20587.353238105774
2019-08-09,QQQ,2019,MOMENTUM,1,,1.0,,-0.0,1.0,-0.0015,0.0,-0.01603090882883451,178.59170532226562,709.5,126710.81492614746
2019-08-12,CPER,2019,HGB,20,0.6,0.0,0.46115941917173625,-0.0,0.0,-0.0,0.0,-0.004148681749066796,16.18000030517578,710.0499877929688,11488.609019180294
2019-08-12,ECH,2019,HGB,5,0.52,1.0,0.7913079632573037,-0.02518091214505347,0.0,-0.02518091214505347,1.0,-0.02518091214505347,28.264129638671875,710.0499877929688,20068.94490491785
2019-08-12,QQQ,2019,MOMENTUM,1,,0.0,,-0.010708929385324084,0.0,-0.010708929385324084,1.0,-0.010708929385324084,176.54232788085938,710.0499877929688,125353.87775674649
2019-08-13,QQQ,2019,MOMENTUM,1,,1.0,,0.027484594178791344,1.0,0.025984594178791343,1.0,0.027484594178791344,180.41122436523438,713.9199829101562,128799.17821562849
2019-08-13,CPER,2019,HGB,20,0.6,0.0,0.3561252091866533,0.0,0.0,0.0,0.0,0.024714161229687726,16.489999771118164,713.9199829101562,11772.54035478516
2019-08-13,ECH,2019,HGB,5,0.52,1.0,0.705467789059486,0.022010119657413396,0.0,0.022010119657413396,1.0,0.022010119657413396,28.72964096069336,713.9199829101562,20510.664783673128
2019-08-14,CPER,2019,HGB,20,0.6,0.0,0.4885846751448691,-0.0,0.0,-0.0,0.0,-0.026383946091687482,16.280000686645508,704.0499877929688,11461.934284702293
2019-08-14,QQQ,2019,MOMENTUM,1,,0.0,,-0.0,1.0,-0.0015,0.0,-0.043296558878241576,175.0196990966797,704.0499877929688,123222.6170125464
2019-08-14,ECH,2019,HGB,5,0.52,1.0,0.8105557743398282,-0.03619597765819371,0.0,-0.03619597765819371,1.0,-0.03619597765819371,28.077922821044922,704.0499877929688,19768.261219408596
2019-08-15,ECH,2019,HGB,5,0.52,1.0,0.7707460800749458,0.01025499874080582,0.0,0.01025499874080582,1.0,0.01025499874080582,28.077922821044922,711.27001953125,19970.98471332155
2019-08-15,QQQ,2019,MOMENTUM,1,,0.0,,0.009094227598850146,1.0,0.007594227598850147,1.0,0.009094227598850146,174.818603515625,711.27001953125,124343.23153698444
2019-08-15,CPER,2019,HGB,20,0.6,0.0,0.4740739225079397,0.0,0.0,0.0,0.0,0.009634434810196435,16.270000457763672,711.27001953125,11572.363543367013
2019-08-16,ECH,2019,HGB,5,0.52,1.0,0.7158085104570704,0.008019705860648818,0.0,0.008019705860648818,1.0,0.008019705860648818,28.32619857788086,710.6900024414062,20131.146136469906
2019-08-16,QQQ,2019,MOMENTUM,1,,1.0,,0.0,0.0,0.0,0.0,0.015221668426455226,177.62448120117188,710.6900024414062,126235.94297851436
2019-08-16,CPER,2019,HGB,20,0.6,0.0,0.47053336203094903,-0.0,0.0,-0.0,0.0,-0.003272030724679298,16.229999542236328,710.6900024414062,11534.498414295958
2019-08-19,ECH,2019,HGB,5,0.52,1.0,0.5977924168838481,-0.009116190596185514,0.0,-0.009116190596185514,1.0,-0.009116190596185514,28.171031951904297,708.0900268554688,19947.62677137018
2019-08-19,QQQ,2019,MOMENTUM,1,,1.0,,0.0,1.0,-0.0015,0.0,0.012188098194876762,180.4495391845703,708.0900268554688,127774.51904725935
2019-08-19,CPER,2019,HGB,20,0.6,0.0,0.26754587639471206,0.0,0.0,0.0,0.0,2.5035458416811096e-05,16.290000915527344,708.0900268554688,11534.787185751367
2019-08-20,QQQ,2019,MOMENTUM,1,,0.0,,-0.0006293852257265309,0.0,-0.0006293852257265309,1.0,-0.0006293852257265309,179.05142211914062,713.1699829101562,127694.09965274669
2019-08-20,ECH,2019,HGB,5,0.52,1.0,0.6704834391813423,0.005509742434961495,0.0,0.005509742434961495,1.0,0.005509742434961495,28.12447738647461,713.1699829101562,20057.533057069173
2019-08-20,CPER,2019,HGB,20,0.6,0.0,0.42474720679170636,-0.0,0.0,-0.0,0.0,-0.0021000904893835326,16.139999389648438,713.1699829101562,11510.563088885508
2019-08-21,CPER,2019,HGB,20,0.6,0.0,0.3539176305250002,-0.0,0.0,-0.0,0.0,-0.0037744694762827935,16.170000076293945,709.1599731445312,11467.116819851683
2019-08-21,QQQ,2019,MOMENTUM,1,,0.0,,0.0032056875900763337,1.0,0.0017056875900763337,1.0,0.0032056875900763337,180.64111328125,709.1599731445312,128103.44704332948
2019-08-21,ECH,2019,HGB,5,0.52,1.0,0.5350522051099592,-0.006171394763685667,0.0,-0.006171394763685667,1.0,-0.006171394763685667,28.10896110534668,709.1599731445312,19933.750102588325
2019-08-22,ECH,2019,HGB,5,0.52,1.0,0.5387365027465385,-0.01068844456668816,0.0,-0.01068844456668816,1.0,-0.01068844456668816,27.736553192138672,711.0,19720.689319610596
2019-08-22,QQQ,2019,MOMENTUM,1,,1.0,,-0.0,0.0,-0.0,0.0,-0.0006477599072255424,180.05691528320312,711.0,128020.46676635742
2019-08-22,CPER,2019,HGB,20,0.6,0.0,0.33673368340581206,-0.0,0.0,-0.0,0.0,-0.004225752674182237,16.059999465942383,711.0,11418.659620285034
2019-08-23,QQQ,2019,MOMENTUM,1,,0.0,,-0.0,1.0,-0.0015,0.0,-0.026075080349717394,174.35891723632812,715.0900268554688,124682.32280901633
2019-08-23,ECH,2019,HGB,5,0.52,1.0,0.7555240220582989,-0.017597969020844206,0.0,-0.017597969020844206,1.0,-0.017597969020844206,27.09259605407715,715.0900268554688,19373.645239894395
2019-08-23,CPER,2019,HGB,20,0.6,0.0,0.44653468421737647,-0.0,0.0,-0.0,0.0,-0.005519904619335492,15.880000114440918,715.0900268554688,11355.629708300403
2019-08-26,QQQ,2019,MOMENTUM,1,,0.0,,-0.001987332056005653,1.0,-0.003487332056005653,1.0,-0.001987332056005653,176.99244689941406,703.0499877929688,124434.53763208073
2019-08-26,CPER,2019,HGB,20,0.6,0.0,0.5574268116775016,-0.0,0.0,-0.0,0.0,-0.014979751379780137,15.90999984741211,703.0499877929688,11185.525198509218
2019-08-26,ECH,2019,HGB,5,0.52,1.0,0.7121009658771166,-0.026127925936569207,0.0,-0.026127925936569207,1.0,-0.026127925936569207,26.836572647094727,703.0499877929688,18867.452071945067
2019-08-27,CPER,2019,HGB,20,0.6,0.0,0.405696631338408,0.0,0.0,0.0,0.0,0.029759460213825806,16.0,719.9000244140625,11518.400390625
2019-08-27,ECH,2019,HGB,5,0.52,1.0,0.7381981539025737,0.03225596463416802,0.0,0.03225596463416802,1.0,0.03225596463416802,27.05381202697754,719.9000244140625,19476.039938714588
2019-08-27,QQQ,2019,MOMENTUM,1,,0.0,,0.0,0.0,0.0,0.0,0.021806366903067476,176.6189727783203,719.9000244140625,127148.00281509943
2019-08-28,ECH,2019,HGB,5,0.52,1.0,0.6967468449373198,-0.00784542442894276,0.0,-0.00784542442894276,1.0,-0.00784542442894276,26.72019386291504,723.1699829101562,19323.24213920033
2019-08-28,QQQ,2019,MOMENTUM,1,,1.0,,0.0,0.0,0.0,0.0,0.008137012952639022,177.25100708007812,723.1699829101562,128182.60776090808
2019-08-28,CPER,2019,HGB,20,0.6,0.0,0.4304302064847689,0.0,0.0,0.0,0.0,0.00893709287367983,16.06999969482422,723.1699829101562,11621.341404672246
2019-08-29,ECH,2019,HGB,5,0.52,1.0,0.7044726155084561,0.01285305122228353,0.0,0.01285305122228353,1.0,0.01285305122228353,27.046051025390625,723.6400146484375,19571.60476019606
2019-08-29,CPER,2019,HGB,20,0.6,0.0,0.24134278790283978,0.0,0.0,0.0,0.0,0.0031407452649330203,16.110000610351562,723.6400146484375,11657.841077661142
2019-08-29,QQQ,2019,MOMENTUM,1,,1.0,,0.0,1.0,-0.0015,0.0,0.015949849605237043,179.96116638183594,723.6400146484375,130227.10107670166
2019-08-30,CPER,2019,HGB,20,0.6,0.0,0.2955016151163902,-0.0,0.0,-0.0,0.0,-0.010670985060177163,16.0,720.8400268554688,11533.4404296875
2019-08-30,QQQ,2019,MOMENTUM,1,,1.0,,-0.006254834359664785,0.0,-0.006254834359664785,1.0,-0.006254834359664785,179.5301971435547,720.8400268554688,129412.55213032756
2019-08-30,ECH,2019,HGB,5,0.52,0.0,0.4557310081088154,0.019848076994610553,0.0,0.019848076994610553,1.0,0.019848076994610553,27.690004348754883,720.8400268554688,19960.063478384516
2019-09-03,ECH,2019,HGB,5,0.52,1.0,0.5642418983104424,-0.010000512147878227,1.0,-0.011500512147878226,1.0,-0.010000512147878227,27.24001693725586,725.4199829101562,19760.452621096512
2019-09-03,CPER,2019,HGB,20,0.6,0.0,0.2799218019559046,-0.0,0.0,-0.0,0.0,-0.0030809040938293286,15.850000381469727,725.4199829101562,11497.907005851739
2019-09-03,QQQ,2019,MOMENTUM,1,,1.0,,-0.0034163579056746274,0.0,-0.0034163579056746274,1.0,-0.0034163579056746274,177.78726196289062,725.4199829101562,128970.43253476359
2019-09-04,QQQ,2019,MOMENTUM,1,,1.0,,0.01396019626546563,0.0,0.01396019626546563,1.0,0.01396019626546563,180.35372924804688,725.0800170898438,130770.88508539088
2019-09-04,ECH,2019,HGB,5,0.52,1.0,0.5828648904550441,0.0,1.0,-0.0015,0.0,0.0055098067510293,27.40294647216797,725.0800170898438,19869.328896351624
2019-09-04,CPER,2019,HGB,20,0.6,0.0,0.2854712743098406,0.0,0.0,0.0,0.0,0.023494827316280054,16.229999542236328,725.0800170898438,11768.048345452873
2019-09-05,QQQ,2019,MOMENTUM,1,,1.0,,0.015636555833171917,0.0,0.015636555833171917,1.0,0.015636555833171917,183.6576385498047,723.1699829101562,132815.6913313819
2019-09-05,CPER,2019,HGB,20,0.6,0.0,0.37647809576788793,0.0,0.0,0.0,0.0,0.013957826118905503,16.5,723.1699829101562,11932.304718017578
2019-09-05,ECH,2019,HGB,5,0.52,0.0,0.4882221501719868,0.021367664894608618,0.0,0.021367664894608618,1.0,0.021367664894608618,28.062406539916992,723.1699829101562,20293.89005788963
2019-09-06,ECH,2019,HGB,5,0.52,0.0,0.4018499418049152,-0.002151276607300967,1.0,-0.003651276607300967,1.0,-0.002151276607300967,28.318437576293945,715.0900268554688,20250.232286936953
2019-09-06,QQQ,2019,MOMENTUM,1,,1.0,,-0.012152497559358433,0.0,-0.012152497559358433,1.0,-0.012152497559358433,183.4757080078125,715.0900268554688,131201.64896663278
2019-09-06,CPER,2019,HGB,20,0.6,0.0,0.38508918537945136,-0.0,0.0,-0.0,0.0,-0.015367974828632613,16.43000030517578,715.0900268554688,11748.92935946351
2019-09-09,ECH,2019,HGB,5,0.52,0.0,0.5159387767862075,0.0,0.0,0.0,0.0,0.002325754611246955,28.52791976928711,711.489990234375,20297.32935805712
2019-09-09,QQQ,2019,MOMENTUM,1,,1.0,,-0.007111650202231923,0.0,-0.007111650202231923,1.0,-0.007111650202231923,183.0926513671875,711.489990234375,130268.58873322606
2019-09-09,CPER,2019,HGB,20,0.6,0.0,0.5495130706661715,-0.0,0.0,-0.0,0.0,-0.0032177205630899985,16.459999084472656,711.489990234375,11711.124587869272
2019-09-10,CPER,2019,HGB,20,0.6,1.0,0.6032203166041202,0.0,0.0,0.0,0.0,0.0018386383059705302,16.40999984741211,714.969970703125,11732.657110142522
2019-09-10,QQQ,2019,MOMENTUM,1,,1.0,,0.0020002611557405903,0.0,0.0020002611557405903,1.0,0.0020002611557405903,182.56593322753906,714.969970703125,130529.15993108228
2019-09-10,ECH,2019,HGB,5,0.52,1.0,0.5336526111071869,0.0,0.0,0.0,0.0,0.004891116553310315,28.52791976928711,714.969970703125,20396.605961668305
2019-09-11,QQQ,2019,MOMENTUM,1,,1.0,,0.005732921746855801,0.0,0.005732921746855801,1.0,0.005732921746855801,184.28012084960938,712.3800048828125,131277.47339065
2019-09-11,CPER,2019,HGB,20,0.6,0.0,0.33471088387947046,-0.0,1.0,-0.0015,0.0,-0.006051129909559472,16.3700008392334,712.3800048828125,11661.661277784733
2019-09-11,ECH,2019,HGB,5,0.52,0.0,0.5152243212609751,0.0,1.0,-0.0015,0.0,0.007758402189644853,28.85377311706543,712.3800048828125,20554.851034022635
2019-09-12,ECH,2019,HGB,5,0.52,0.0,0.43717007530426444,0.02217804759897124,1.0,0.02067804759897124,1.0,0.02217804759897124,29.350317001342773,715.8599853515625,21010.717498644954
2019-09-12,QQQ,2019,MOMENTUM,1,,1.0,,0.009062561228094346,0.0,0.009062561228094346,1.0,0.009062561228094346,185.0462188720703,715.8599853515625,132467.18353112228
2019-09-12,CPER,2019,HGB,20,0.6,0.0,0.47064734674106545,0.014706718668407115,1.0,0.013206718668407115,1.0,0.014706718668407115,16.530000686645508,715.8599853515625,11833.166049403371
2019-09-13,ECH,2019,HGB,5,0.52,0.0,0.45356639500269325,0.0,0.0,0.0,0.0,0.0018875707524934615,29.69944953918457,708.780029296875,21050.3767144843
2019-09-13,QQQ,2019,MOMENTUM,1,,1.0,,-0.013425480871996132,0.0,-0.013425480871996132,1.0,-0.013425480871996132,184.38548278808594,708.780029296875,130688.74789245799
2019-09-13,CPER,2019,HGB,20,0.6,0.0,0.48706638024051313,0.0,0.0,0.0,0.0,0.013469945381474169,16.920000076293945,708.780029296875,11992.55814977875
2019-09-16,CPER,2019,HGB,20,0.6,1.0,0.636418166683056,-0.0,0.0,-0.0,0.0,-0.023499874416808897,16.559999465942383,707.1699829101562,11710.734539322671
2019-09-16,ECH,2019,HGB,5,0.52,0.0,0.4858956548171439,-0.0,0.0,-0.0,0.0,-0.004356664705908342,29.63738250732422,707.1699829101562,20958.66728120623
2019-09-16,QQQ,2019,MOMENTUM,1,,1.0,,-0.006728037037912471,0.0,-0.006728037037912471,1.0,-0.006728037037912471,183.56190490722656,707.1699829101562,129809.46915619913
2019-09-17,QQQ,2019,MOMENTUM,1,,1.0,,0.00877813309343245,0.0,0.00877813309343245,1.0,0.00877813309343245,184.4429473876953,709.969970703125,130948.95395324007
2019-09-17,CPER,2019,HGB,20,0.6,1.0,0.6930808970767732,-0.0,1.0,-0.0015,0.0,-0.0027093073867934248,16.450000762939453,709.969970703125,11679.006559730507
2019-09-17,ECH,2019,HGB,5,0.52,1.0,0.6358897450646317,0.0,0.0,0.0,0.0,0.003696395472422509,29.62961769104004,709.969970703125,21036.13880405249
2019-09-18,ECH,2019,HGB,5,0.52,1.0,0.6273215273154414,0.0,1.0,-0.0015,0.0,0.005776617722114574,29.567556381225586,715.5700073242188,21157.656536272843
2019-09-18,CPER,2019,HGB,20,0.6,1.0,0.6768012465022429,0.002373420778660984,0.0,0.002373420778660984,1.0,0.002373420778660984,16.360000610351562,715.5700073242188,11706.72575657349
2019-09-18,QQQ,2019,MOMENTUM,1,,1.0,,0.007469133557040264,0.0,0.007469133557040264,1.0,0.007469133557040264,184.36634826660156,715.5700073242188,131927.02917947154
2019-09-19,CPER,2019,HGB,20,0.6,1.0,0.6217623297147834,-0.0005246324001991765,0.0,-0.0005246324001991765,1.0,-0.0005246324001991765,16.34000015258789,716.0700073242188,11700.584028941346
2019-09-19,QQQ,2019,MOMENTUM,1,,1.0,,0.0023620427744452943,0.0,0.0023620427744452943,1.0,0.0023620427744452943,184.67279052734375,716.0700073242188,132238.64646549895
2019-09-19,ECH,2019,HGB,5,0.52,1.0,0.620190450850948,-0.0008768716793277065,0.0,-0.0008768716793277065,1.0,-0.0008768716793277065,29.5210018157959,716.0700073242188,21139.103986455244
2019-09-20,QQQ,2019,MOMENTUM,1,,1.0,,-0.010454555915620833,0.0,-0.010454555915620833,1.0,-0.010454555915620833,182.7191619873047,716.1599731445312,130856.15014181938
2019-09-20,ECH,2019,HGB,5,0.52,1.0,0.6766256937677111,-0.0019770962266065784,0.0,-0.0019770962266065784,1.0,-0.0019770962266065784,29.458934783935547,716.1599731445312,21097.30994372978
2019-09-20,CPER,2019,HGB,20,0.6,1.0,0.6026645249846415,-0.005383018931954364,0.0,-0.005383018931954364,1.0,-0.005383018931954364,16.25,716.1599731445312,11637.599563598633
2019-09-23,ECH,2019,HGB,5,0.52,1.0,0.6999285894351974,-0.008972035712450532,0.0,-0.008972035712450532,1.0,-0.008972035712450532,29.15635871887207,717.0999755859375,20908.024125477998
2019-09-23,QQQ,2019,MOMENTUM,1,,1.0,,0.001754319168779439,0.0,0.001754319168779439,1.0,0.001754319168779439,182.79977416992188,717.0999755859375,131085.71359436586
2019-09-23,CPER,2019,HGB,20,0.6,1.0,0.6617031312463169,0.009323008073258032,0.0,0.009323008073258032,1.0,0.009323008073258032,16.3799991607666,717.0999755859375,11746.096998283407
2019-09-24,ECH,2019,HGB,5,0.52,1.0,0.5518335299331042,-0.0008852389550235706,0.0,-0.0008852389550235706,1.0,-0.0008852389550235706,28.94687843322754,721.6500244140625,20889.515528049553
2019-09-24,QQQ,2019,MOMENTUM,1,,1.0,,-0.0070202058677796275,0.0,-0.0070202058677796275,1.0,-0.0070202058677796275,180.37200927734375,721.6500244140625,130165.46489860862
2019-09-24,CPER,2019,HGB,20,0.6,0.0,0.5910429665687049,0.0020444675802326895,0.0,0.0020444675802326895,1.0,0.0020444675802326895,16.309999465942383,721.6500244140625,11770.111512790667
2019-09-25,ECH,2019,HGB,5,0.52,0.0,0.4965461660132839,-0.0030932560697163325,0.0,-0.0030932560697163325,1.0,-0.0030932560697163325,28.78394889831543,723.489990234375,20824.89890734898
2019-09-25,QQQ,2019,MOMENTUM,1,,1.0,,0.013803780857586823,0.0,0.013803780857586823,1.0,0.013803780857586823,182.3967742919922,723.489990234375,131962.24045129493
2019-09-25,CPER,2019,HGB,20,0.6,0.0,0.5976407553239897,0.005623155647678457,1.0,0.004123155647678458,1.0,0.005623155647678457,16.360000610351562,723.489990234375,11836.296681817621
2019-09-26,CPER,2019,HGB,20,0.6,0.0,0.4368567490794138,-0.0,0.0,-0.0,0.0,-0.007187054652536329,16.15999984741211,727.1799926757812,11751.228570681764
2019-09-26,QQQ,2019,MOMENTUM,1,,1.0,,0.0013988284753203573,0.0,0.0013988284753203573,1.0,0.0013988284753203573,181.72506713867188,727.1799926757812,132146.83299090527
2019-09-26,ECH,2019,HGB,5,0.52,1.0,0.5753807587270915,0.009976833661867524,1.0,0.008476833661867524,1.0,0.009976833661867524,28.923603057861328,727.1799926757812,21032.665459772805
2019-09-27,CPER,2019,HGB,20,0.6,0.0,0.3937845454913546,0.0,0.0,0.0,0.0,0.007379253408520414,16.290000915527344,726.7000122070312,11837.943864166271
2019-09-27,ECH,2019,HGB,5,0.52,0.0,0.5010757675259054,0.0,1.0,-0.0015,0.0,0.009258282382204053,29.21066665649414,726.7000122070312,21227.391815849813
2019-09-27,QQQ,2019,MOMENTUM,1,,1.0,,-0.01306100029337054,0.0,-0.01306100029337054,1.0,-0.01306100029337054,179.4700164794922,726.7000122070312,130420.86316644307
2019-09-30,QQQ,2019,MOMENTUM,1,,1.0,,0.008530690341252756,0.0,0.008530690341252756,1.0,0.008530690341252756,181.17803955078125,725.989990234375,131533.4431641549
2019-09-30,ECH,2019,HGB,5,0.52,0.0,0.5016832182434047,-0.006549406189129137,1.0,-0.008049406189129136,1.0,-0.006549406189129137,29.0477352142334,725.989990234375,21088.365004512016
2019-09-30,CPER,2019,HGB,20,0.6,0.0,0.34522223282495185,-0.0,0.0,-0.0,0.0,-0.010789536800176802,16.1299991607666,725.989990234375,11710.217933205422
2019-10-01,QQQ,2019,MOMENTUM,1,,1.0,,-0.004617706643450292,0.0,-0.004617706643450292,1.0,-0.004617706643450292,179.7003173828125,728.5800170898438,130926.06030981988
2019-10-01,CPER,2019,HGB,20,0.6,0.0,0.49723801764226017,0.0,0.0,0.0,0.0,0.0010789425965187505,16.09000015258789,728.5800170898438,11722.852586148074
2019-10-01,ECH,2019,HGB,5,0.52,1.0,0.5518938260623344,-0.0,0.0,-0.0,0.0,-0.0017931925517306047,28.89257049560547,728.5800170898438,21050.549505457748
2019-10-02,QQQ,2019,MOMENTUM,1,,0.0,,-0.016142300799841025,0.0,-0.016142300799841025,1.0,-0.016142300799841025,176.6104736328125,729.3599853515625,128812.61246176064
2019-10-02,ECH,2019,HGB,5,0.52,1.0,0.6010935014283322,-0.0,1.0,-0.0015,0.0,-0.002424154568937853,28.79170799255371,729.3599853515625,20999.51971969544
2019-10-02,CPER,2019,HGB,20,0.6,1.0,0.6886120242168213,0.0,0.0,0.0,0.0,0.0016927156675401456,16.100000381469727,729.3599853515625,11742.69604238891
2019-10-03,QQQ,2019,MOMENTUM,1,,0.0,,0.004363779340669893,1.0,0.0028637793406698932,1.0,0.004363779340669893,178.54885864257812,724.5900268554688,129374.72227883898
2019-10-03,ECH,2019,HGB,5,0.52,1.0,0.5411141277309881,0.005238995741017272,0.0,0.005238995741017272,1.0,0.005238995741017272,29.133075714111328,724.5900268554688,21109.53611407033
2019-10-03,CPER,2019,HGB,20,0.6,0.0,0.5287096863091322,-0.0,1.0,-0.0015,0.0,-0.012093436300721128,16.010000228881836,724.5900268554688,11600.68649580155
2019-10-04,QQQ,2019,MOMENTUM,1,,0.0,,0.0,0.0,0.0,0.0,0.0035079526415220386,181.17803955078125,716.5800170898438,129828.56267760321
2019-10-04,ECH,2019,HGB,5,0.52,1.0,0.5448943180891684,0.0005339119765332967,0.0,0.0005339119765332967,1.0,0.0005339119765332967,29.474456787109375,716.5800170898438,21120.806748220697
2019-10-04,CPER,2019,HGB,20,0.6,0.0,0.5973156614559425,-0.007348344417503205,1.0,-0.008848344417503205,1.0,-0.007348344417503205,16.06999969482422,716.5800170898438,11515.440655950923
2019-10-07,CPER,2019,HGB,20,0.6,0.0,0.5341313798526521,0.0,0.0,0.0,0.0,0.0014504387142086905,16.1299991607666,714.9500122070312,11532.143096889486
2019-10-07,QQQ,2019,MOMENTUM,1,,0.0,,-0.0,0.0,-0.0,0.0,-0.005286526252089252,180.63111877441406,714.9500122070312,129142.22057273705
2019-10-07,ECH,2019,HGB,5,0.52,1.0,0.6532336168784063,-0.01094135164917065,0.0,-0.01094135164917065,1.0,-0.01094135164917065,29.218429565429688,714.9500122070312,20889.716574474238
2019-10-08,CPER,2019,HGB,20,0.6,0.0,0.4628786513755316,0.0,0.0,0.0,0.0,0.0030174225385020126,16.09000015258789,718.8900146484375,11566.94044538727
2019-10-08,QQQ,2019,MOMENTUM,1,,0.0,,-0.0,0.0,-0.0,0.0,-0.00955236631788392,177.92514038085938,718.8900146484375,127908.6067747213
2019-10-08,ECH,2019,HGB,5,0.52,1.0,0.7286701052446483,-0.010509100383263581,0.0,-0.010509100383263581,1.0,-0.010509100383263581,28.75291633605957,718.8900146484375,20670.184446015162
2019-10-09,ECH,2019,HGB,5,0.52,0.0,0.5173479578999391,0.01917809153290384,0.0,0.01917809153290384,1.0,0.01917809153290384,29.071012496948242,724.6599731445312,21066.599135322846
2019-10-09,CPER,2019,HGB,20,0.6,0.0,0.5263541173329438,0.0,0.0,0.0,0.0,0.007399698121879572,16.079999923706055,724.6599731445312,11652.532312876894
2019-10-09,QQQ,2019,MOMENTUM,1,,0.0,,0.0,0.0,0.0,0.0,0.017865967004945027,179.6619415283203,724.6599731445312,130193.81772300694
2019-10-10,CPER,2019,HGB,20,0.6,0.0,0.48608871200320525,0.0,0.0,0.0,0.0,0.015019382198776299,16.34000015258789,723.8400268554688,11827.546149267582
2019-10-10,ECH,2019,HGB,5,0.52,0.0,0.49873714860258295,0.010064897882875457,1.0,0.008564897882875457,1.0,0.010064897882875457,29.39687156677246,723.8400268554688,21278.632304359344
2019-10-10,QQQ,2019,MOMENTUM,1,,0.0,,0.0,0.0,0.0,0.0,0.006604308877168341,181.0533447265625,723.8400268554688,131053.65790914744
2019-10-11,ECH,2019,HGB,5,0.52,0.0,0.44052075696327914,0.0,0.0,0.0,0.0,0.0178995337790977,30.12616729736328,718.9600219726562,21659.509902064223
2019-10-11,QQQ,2019,MOMENTUM,1,,1.0,,0.0,0.0,0.0,0.0,0.0060502663356944986,183.38511657714844,718.9600219726562,131846.56744376477
2019-10-11,CPER,2019,HGB,20,0.6,1.0,0.6106608650905722,0.0,0.0,0.0,0.0,0.0011604198181249803,16.469999313354492,718.9600219726562,11841.271068218979
2019-10-14,CPER,2019,HGB,20,0.6,1.0,0.6864766158611116,-0.0,1.0,-0.0015,0.0,-0.009417951774108202,16.510000228881836,710.46337890625,11729.75054835435
2019-10-14,QQQ,2019,MOMENTUM,1,,1.0,,-0.0,1.0,-0.0015,0.0,-0.011921317399012143,183.36593627929688,710.46337890625,130274.78266529739
2019-10-14,ECH,2019,HGB,5,0.52,1.0,0.5359311502941538,-0.0,0.0,-0.0,0.0,-0.016399010109828915,29.986507415771484,710.46337890625,21304.31538020633
2019-10-15,ECH,2019,HGB,5,0.52,1.0,0.5228774481301363,0.0,1.0,-0.0015,0.0,0.008744738315980438,30.079614639282227,714.4578247070312,21490.616043207352
2019-10-15,CPER,2019,HGB,20,0.6,1.0,0.7444312917594229,-0.002905036911305947,0.0,-0.002905036911305947,1.0,-0.002905036911305947,16.3700008392334,714.4578247070312,11695.67519005097
2019-10-15,QQQ,2019,MOMENTUM,1,,1.0,,0.01841013345536968,0.0,0.01841013345536968,1.0,0.01841013345536968,185.6976776123047,714.4578247070312,132673.15880003478
2019-10-16,QQQ,2019,MOMENTUM,1,,1.0,,-0.00039368886732538133,0.0,-0.00039368886732538133,1.0,-0.00039368886732538133,185.2371063232422,715.9522705078125,132620.92685442232
2019-10-16,CPER,2019,HGB,20,0.6,1.0,0.7420991464658417,-0.007702808014867335,0.0,-0.007702808014867335,1.0,-0.007702808014867335,16.209999084472656,715.9522705078125,11605.58564945776
2019-10-16,ECH,2019,HGB,5,0.52,1.0,0.5333060231420869,-0.0010101141001614966,0.0,-0.0010101141001614966,1.0,-0.0010101141001614966,29.986507415771484,715.9522705078125,21468.90806892095
2019-10-17,CPER,2019,HGB,20,0.6,1.0,0.7521901914508916,0.007744764659903369,0.0,0.007744764659903369,1.0,0.007744764659903369,16.309999465942383,717.073486328125,11695.468179053161
2019-10-17,ECH,2019,HGB,5,0.52,0.0,0.4988577563340523,0.014005062225814546,0.0,0.014005062225814546,1.0,0.014005062225814546,30.35892677307129,717.073486328125,21769.581462346483
2019-10-17,QQQ,2019,MOMENTUM,1,,1.0,,0.004212096281297484,0.0,0.004212096281297484,1.0,0.004212096281297484,185.7264862060547,717.073486328125,133179.53896724805
2019-10-18,ECH,2019,HGB,5,0.52,1.0,0.5252005163356284,-0.006515929369697804,1.0,-0.008015929369697803,1.0,-0.006515929369697804,30.38994789123535,711.6738891601562,21627.73240712995
2019-10-18,CPER,2019,HGB,20,0.6,1.0,0.6467014899542326,0.0058571146005585994,0.0,0.0058571146005585994,1.0,0.0058571146005585994,16.530000686645508,711.6738891601562,11763.969876485062
