Date,asset,year,strategy,horizon,threshold,signal,p_up,gross_asset_ret,turnover_asset,net_asset_ret,position_asset,daily_ret_clp,price_usd,usdclp,price_clp
2017-02-02,QQQ,2017,LOGIT,20,0.52,1.0,0.5620709984059804,-0.0038065868090249033,1.0,-0.005306586809024903,1.0,-0.0038065868090249033,117.45796966552734,646.0999755859375,75889.591333271
2017-02-02,ECH,2017,RF,5,0.64,0.0,0.437888767045226,0.0,0.0,0.0,0.0,0.013451232696178206,29.032764434814453,646.0999755859375,18758.068392525893
2017-02-02,CPER,2017,CASH,5,,0.0,,-0.0,0.0,-0.0,0.0,-0.01533915812247344,17.459999084472656,646.0999755859375,11280.904982208274
2017-02-03,QQQ,2017,LOGIT,20,0.52,1.0,0.5842858574949229,-0.0,1.0,-0.0015,0.0,-0.003491420874192852,117.79537200927734,642.0,75624.62882995605
2017-02-03,ECH,2017,RF,5,0.64,0.0,0.4133448151776539,0.0,0.0,0.0,0.0,0.009466342820390938,29.49476432800293,642.0,18935.63869857788
2017-02-03,CPER,2017,CASH,5,,0.0,,-0.0,0.0,-0.0,0.0,-0.024557016878600568,17.139999389648438,642.0,11003.879608154297
2017-02-06,QQQ,2017,LOGIT,20,0.52,0.0,0.4794159661598112,-0.0008339007590302261,0.0,-0.0008339007590302261,1.0,-0.0008339007590302261,117.93595123291016,640.7000122070312,75561.56539457338
2017-02-06,ECH,2017,RF,5,0.64,0.0,0.40277334090397127,-0.0,0.0,-0.0,0.0,-0.008972893855831554,29.289419174194336,640.7000122070312,18765.731222443166
2017-02-06,CPER,2017,CASH,5,,0.0,,0.0,0.0,0.0,0.0,0.0008864095394196525,17.190000534057617,640.7000122070312,11013.633552009589
2017-02-07,CPER,2017,CASH,5,,0.0,,0.0,0.0,0.0,0.0,0.0006946192477319535,17.209999084472656,640.4000244140625,11021.283833862282
2017-02-07,ECH,2017,RF,5,0.64,0.0,0.45198825383057867,-0.0,0.0,-0.0,0.0,-0.008476337182639404,29.05475616455078,640.4000244140625,18606.666557122953
2017-02-07,QQQ,2017,LOGIT,20,0.52,0.0,0.3404984397310961,0.0031858872230159374,1.0,0.0016858872230159374,1.0,0.0031858872230159374,118.36710357666016,640.4000244140625,75802.29602031503
2017-02-08,CPER,2017,CASH,5,,0.0,,0.0,0.0,0.0,0.0,0.026487557250916893,17.510000228881836,646.0999755859375,11313.210720390314
2017-02-08,QQQ,2017,LOGIT,20,0.52,0.0,0.412175862657919,0.0,0.0,0.0,0.0,0.010578425113741297,118.56394958496094,646.0999755859375,76604.16493221559
