one_way_cost,total_return,cagr,sharpe,max_drawdown,ann_vol,fitness,final_capital_clp
0.0,1.167475967616988,0.08306447447202236,0.8070727938558172,-0.18629241885209724,0.10582488036378108,1.0945993102678997,21674759.67616988
0.0005,0.9311017776881001,0.07024038522958675,0.6944684573062891,-0.1875101718320641,0.1058281927232689,0.8984724678062825,19311017.776881002
0.0015,0.5327758726995724,0.045038929033264896,0.4690705714005012,-0.1899409757138233,0.10588227985082624,0.5320804926313664,15327758.726995723
0.003,0.08372277047748167,0.008328116202056535,0.13125849079869714,-0.231864918651557,0.10608183198091084,0.009849263342303655,10837227.704774817
