Date,asset,year,strategy,horizon,threshold,signal,p_up,position_asset_level,turnover_asset_level,daily_ret_clp,strategy_ret_asset_level,price_usd,usdclp,price_clp
2018-08-09,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0057956927245426115,-0.0057956927245426115,35.02058410644531,644.7000122070312,22577.771000922658
2018-08-09,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.00615105113008152,0.00615105113008152,17.450000762939453,644.7000122070312,11250.01570487977
2018-08-10,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.004716709693889376,-0.004716709693889376,171.3802032470703,646.5999755859375,110814.43523546867
2018-08-10,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.016210622776825945,-0.016210622776825945,34.35164260864258,646.5999755859375,22211.77127208514
2018-08-10,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.004524822577439136,-0.004524822577439136,17.31999969482422,646.5999755859375,11199.111379821785
2018-08-13,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.009860546513020374,0.009860546513020374,171.19033813476562,653.7000122070312,111907.1261284221
2018-08-13,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.008645800250754565,0.008645800250754565,17.280000686645508,653.7000122070312,11295.936659797677
2018-08-13,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.003784783932663238,-0.003784783932663238,33.849937438964844,653.7000122070312,22127.704517058562
2018-08-14,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.015810634980308658,0.015810634980308658,172.2631378173828,659.9000244140625,113676.44885133393
2018-08-14,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.014245368304261152,0.014245368304261152,34.009578704833984,659.9000244140625,22442.921817631926
2018-08-14,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0092097586083274,-0.0092097586083274,16.959999084472656,659.9000244140625,11191.903809905984
2018-08-15,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.031903027415108864,-0.031903027415108864,16.31999969482422,663.9000244140625,10834.848195831291
2018-08-15,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0062475260637152585,-0.0062475260637152585,170.155517578125,663.9000244140625,112966.25227430463
2018-08-15,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.01979843672419812,-0.01979843672419812,33.13539123535156,663.9000244140625,21998.587050119415
2018-08-16,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.013591643518664931,0.013591643518664931,16.459999084472656,667.2000122070312,10982.11159008788
2018-08-16,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.008278781807214752,0.008278781807214752,170.71563720703125,667.2000122070312,113901.47522846237
2018-08-16,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.017420279084604307,0.017420279084604307,33.545875549316406,667.2000122070312,22381.808575999457
2018-08-17,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.02462806934083961,0.02462806934083961,16.81999969482422,669.0,11252.579795837402
2018-08-17,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.0029206248054554074,0.0029206248054554074,170.75357055664062,669.0,114234.13870239258
2018-08-17,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.0015617019883109595,0.0015617019883109595,33.50786590576172,669.0,22416.76229095459
2018-08-20,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0009117318711319156,-0.0009117318711319156,16.850000381469727,667.2000122070312,11242.320460205083
2018-08-20,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0035775863373072037,-0.0035775863373072037,170.60169982910156,667.2000122070312,113825.45620851684
2018-08-20,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0015592668781270191,-0.0015592668781270191,33.545875549316406,667.2000122070312,22381.808575999457
2018-08-21,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.00487641113111037,0.00487641113111037,171.2283172607422,668.0,114380.51593017578
2018-08-21,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.007551291166715934,0.007551291166715934,33.75871276855469,668.0,22550.82012939453
2018-08-21,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.006546681960003742,0.006546681960003742,16.940000534057617,668.0,11315.920356750488
2018-08-22,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.006012326157728509,0.006012326157728509,34.1920166015625,663.5,22686.40301513672
2018-08-22,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0028815035273019873,-0.0028815035273019873,171.89288330078125,663.5,114050.92807006836
2018-08-22,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.01025465979995377,-0.01025465979995377,16.8799991607666,663.5,11199.87944316864
2018-08-23,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.017716614593545676,-0.017716614593545676,33.68270492553711,661.5999755859375,22284.47675640369
2018-08-23,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.004295811119734427,-0.004295811119734427,171.64599609375,661.5999755859375,113560.98682504892
2018-08-23,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0028636389058968037,-0.0028636389058968037,16.8799991607666,661.5999755859375,11167.807032653829
2018-08-24,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.02716320481640211,0.02716320481640211,34.19960403442383,669.2999877929688,22889.794562764233
2018-08-24,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.021038918530443373,0.021038918530443373,173.24098205566406,669.2999877929688,115950.18717509788
2018-08-24,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.020628241369023304,0.020628241369023304,17.030000686645508,669.2999877929688,11398.179251686088
2018-08-27,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.008183894229554123,-0.008183894229554123,34.382049560546875,660.2999877929688,22702.466905126348
2018-08-27,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0033911611321632007,-0.0033911611321632007,175.0067901611328,660.2999877929688,115556.98140708264
2018-08-27,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.011129730351355005,-0.011129730351355005,17.06999969482422,660.2999877929688,11271.320590118412
2018-08-28,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.00881938297475715,-0.00881938297475715,34.161598205566406,658.7000122070312,22502.24515501829
2018-08-28,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0009620404401827765,-0.0009620404401827765,175.2631072998047,658.7000122070312,115445.81091782358
2018-08-28,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.0034209540419729567,0.0034209540419729567,17.170000076293945,658.7000122070312,11309.87925984955
2018-08-29,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0014110980846234744,-0.0014110980846234744,17.049999237060547,662.4000244140625,11293.919910888653
2018-08-29,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.001142135337992789,0.001142135337992789,34.009578704833984,662.4000244140625,22527.94576439401
2018-08-29,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.017220307009074842,0.017220307009074842,177.2853546142578,662.4000244140625,117433.8232247401
2018-08-30,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0026471479521431585,-0.0026471479521431585,16.8799991607666,667.2999877929688,11264.023233924876
2018-08-30,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.022325056128941312,-0.022325056128941312,33.00615692138672,667.2999877929688,22025.00811073417
2018-08-30,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.005616611093063328,0.005616611093063328,176.97198486328125,667.2999877929688,118093.40333896503
2018-08-31,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.007888504666361706,0.007888504666361706,16.719999313354492,679.0,11352.8795337677
2018-08-31,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.015658672480249436,0.015658672480249436,32.94534683227539,679.0,22369.89049911499
2018-08-31,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.018843307054932756,0.018843307054932756,177.19981384277344,679.0,120318.67359924316
2018-09-04,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.017257967765871074,-0.017257967765871074,16.34000015258789,682.7999877929688,11156.95190472412
2018-09-04,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.0012864763276700941,0.0012864763276700941,176.44033813476562,682.7999877929688,120473.46072460525
2018-09-04,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.02688728377181482,-0.02688728377181482,31.881114959716797,682.7999877929688,21768.424905320862
2018-09-05,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.00019207621601691205,-0.00019207621601691205,174.16183471679688,691.5999755859375,120450.3206381388
2018-09-05,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.017847145785180984,0.017847145785180984,16.420000076293945,691.5999755859375,11356.071651885984
2018-09-05,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.013613084206763437,0.013613084206763437,31.903934478759766,691.5999755859375,22064.760306605604
2018-09-06,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.017537715645246532,-0.017537715645246532,172.60487365722656,685.5999755859375,118337.89716540836
2018-09-06,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0014307260914785402,-0.0014307260914785402,16.540000915527344,685.5999755859375,11339.82422387693
2018-09-06,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0048966510176118305,-0.0048966510176118305,32.025550842285156,685.5999755859375,21956.716875596903
2018-09-07,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.003123470238248105,-0.003123470238248105,171.9403533935547,686.0999755859375,117968.27226555534
2018-09-07,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.008951390918702007,-0.008951390918702007,16.3799991607666,686.0999755859375,11238.317024299642
2018-09-07,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.004054878327874212,0.004054878327874212,32.13197708129883,686.0999755859375,22045.74869100703
2018-09-10,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.011181989723551,0.011181989723551,16.459999084472656,690.4000244140625,11363.983769775368
2018-09-10,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.009656168454921232,0.009656168454921232,172.51939392089844,690.4000244140625,119107.39377488755
2018-09-10,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.004206900694517013,-0.004206900694517013,31.797513961791992,690.4000244140625,21953.004415527685
2018-09-11,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.015732375031638268,0.015732375031638268,173.8485870361328,695.9000244140625,120981.2359627951
2018-09-11,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.012062640390948065,0.012062640390948065,31.926734924316406,695.9000244140625,22217.81561329309
2018-09-11,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.006741738178674073,0.006741738178674073,16.440000534057617,695.9000244140625,11440.596773017896
2018-09-12,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.020971279091113404,0.020971279091113404,32.5728759765625,696.4000244140625,22683.751625314355
2018-09-12,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.024458128390610012,0.024458128390610012,16.829999923706055,696.4000244140625,11720.412357757566
2018-09-12,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.002232540278104156,-0.002232540278104156,173.33592224121094,696.4000244140625,120711.14048061334
2018-09-13,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.019638192885885752,0.019638192885885752,33.58388137817383,688.7000122070312,23129.219515107805
2018-09-13,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.011644501784063288,-0.011644501784063288,16.81999969482422,688.7000122070312,11583.933995147701
2018-09-13,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.00049488625388594,-0.00049488625388594,175.18716430664062,688.7000122070312,120651.40219649859
2018-09-14,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.00874090136637895,-0.00874090136637895,33.63710403442383,681.5999755859375,22927.04928864492
2018-09-14,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0326685245841134,-0.0326685245841134,16.440000534057617,681.5999755859375,11205.503962646471
2018-09-14,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.013205459401459119,-0.013205459401459119,174.6745147705078,681.5999755859375,119058.1450030636
2018-09-17,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.015766000848034256,0.015766000848034256,16.579999923706055,686.5,11382.169947624207
2018-09-17,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0073176371340906154,-0.0073176371340906154,172.15866088867188,686.5,118186.92070007324
2018-09-17,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.016520655847221732,0.016520655847221732,33.948753356933594,686.5,23305.819179534912
2018-09-18,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.007256864389872719,0.007256864389872719,34.230018615722656,685.7999877929688,23474.94634881569
2018-09-18,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.033324013185416,0.033324013185416,17.149999618530273,685.7999877929688,11761.46952903748
2018-09-18,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.007243653601136879,0.007243653601136879,173.5827178955078,685.7999877929688,119043.0258138096
2018-09-19,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.005242587874276561,-0.005242587874276561,17.1200008392334,683.4000244140625,11699.808991500875
2018-09-19,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.0075654827348206055,0.0075654827348206055,34.610103607177734,683.4000244140625,23652.545650118496
2018-09-19,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0042623071772688315,-0.0042623071772688315,173.44984436035156,683.4000244140625,118535.6278704796
2018-09-20,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.005612620668862256,0.005612620668862256,17.31999969482422,679.2999877929688,11765.475581268314
2018-09-20,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.006881257097083093,0.006881257097083093,35.058597564697266,679.2999877929688,23815.304897737456
2018-09-20,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.004990388712448279,0.004990388712448279,175.36753845214844,679.2999877929688,119127.16672982741
2018-09-21,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.01607753315275262,-0.01607753315275262,35.15740966796875,666.5,23432.413543701172
2018-09-21,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.011180990693712145,0.011180990693712145,17.850000381469727,666.5,11897.025254249573
2018-09-21,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.024207610713053662,-0.024207610713053662,174.40867614746094,666.5,116243.38265228271
2018-09-24,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.008289773777873544,-0.008289773777873544,17.709999084472656,666.2000122070312,11798.401606262196
2018-09-24,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.0023299198591115733,0.0023299198591115733,174.8937530517578,666.2000122070312,116514.22041801456
2018-09-24,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.013416917652846583,-0.013416917652846583,34.701324462890625,666.2000122070312,23118.022780777887
2018-09-25,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.00747623819756793,0.00747623819756793,17.670000076293945,672.7000122070312,11886.60926702118
2018-09-25,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.011129825936717852,0.011129825936717852,175.13156127929688,672.7000122070312,117811.00341041945
2018-09-25,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.007544448625886435,0.007544448625886435,34.62529373168945,672.7000122070312,23292.435515979538
2018-09-26,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.008963639503289822,-0.008963639503289822,175.25515747070312,666.2000122070312,116754.9880463276
2018-09-26,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.007981127380847108,-0.007981127380847108,17.700000762939453,666.2000122070312,11791.740724334726
2018-09-26,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.011184150116569591,-0.011184150116569591,34.57209396362305,666.2000122070312,23031.929420588305
2018-09-27,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.0028647777757988546,0.0028647777757988546,176.7388153076172,662.5,117089.46514129639
2018-09-27,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.020723447696867292,-0.020723447696867292,17.43000030517578,662.5,11547.375202178955
2018-09-27,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.006428434430480023,-0.006428434430480023,34.541690826416016,662.5,22883.87017250061
2018-09-28,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.0038863530392228007,0.0038863530392228007,17.579999923706055,659.4000244140625,11592.25237889099
2018-09-28,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.004893091350668732,-0.004893091350668732,176.70083618164062,659.4000244140625,116516.53569215909
2018-09-28,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.007526594744754256,-0.007526594744754256,34.442874908447266,659.4000244140625,22711.632555520628
2018-10-01,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.008854956724792418,-0.008854956724792418,17.479999542236328,657.2999877929688,11489.603485733038
2018-10-01,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0011460788428598878,-0.0011460788428598878,177.06222534179688,657.2999877929688,116382.99855575897
2018-10-01,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.003184768794875059,-0.003184768794875059,34.442874908447266,657.2999877929688,22639.301256877137
2018-10-02,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0007381853675796357,-0.0007381853675796357,176.66275024414062,658.2999877929688,116297.08632919006
2018-10-02,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.0035104433797090717,0.0035104433797090717,34.51128005981445,658.2999877929688,22718.77524209558
2018-10-02,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.007250924676948101,0.007250924676948101,17.579999923706055,658.2999877929688,11572.913735176087
2018-10-03,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.005182626837996196,0.005182626837996196,176.85296630859375,661.0,116899.81072998047
2018-10-03,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.012668889235429415,0.012668889235429415,17.729999542236328,661.0,11719.529697418213
2018-10-03,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.006755551803849569,0.006755551803849569,34.602500915527344,661.0,22872.253105163574
2018-10-04,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.020621974158432588,-0.020621974158432588,33.766326904296875,663.4000244140625,22400.582092683762
2018-10-04,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.01563746911106345,-0.01563746911106345,173.45762634277344,663.4000244140625,115071.79355060123
2018-10-04,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.011086769672490449,-0.011086769672490449,17.469999313354492,663.4000244140625,11589.597970993025
2018-10-05,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.002219109904836314,0.002219109904836314,33.264617919921875,674.9000244140625,22450.291446279734
2018-10-05,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.010347012065907935,0.010347012065907935,17.350000381469727,674.9000244140625,11709.515681037912
2018-10-05,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.004895905730661898,0.004895905730661898,171.3367462158203,674.9000244140625,115635.17420408316
2018-10-08,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.014154827766156064,0.014154827766156064,33.705509185791016,675.5,22768.07145500183
2018-10-08,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.004927135508437486,0.004927135508437486,17.420000076293945,675.5,11767.21005153656
2018-10-08,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.005222747272609074,-0.005222747272609074,170.29051208496094,675.5,115031.24091339111
2018-10-09,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.0069658335804262395,-0.0069658335804262395,33.31782150268555,678.5999755859375,22609.472858299036
2018-10-09,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.01669953605647545,0.01669953605647545,17.6299991607666,678.5999755859375,11963.717000076314
2018-10-09,QQQ,2018,BUYHOLD,5,,1.0,,1.0,0.0,0.007843583475449334,0.007843583475449334,170.84217834472656,678.5999755859375,115933.49805377983
2018-10-10,CPER,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.015267244806103197,-0.015267244806103197,17.31999969482422,680.2000122070312,11781.064003845211
2018-10-10,ECH,2018,BUYHOLD,5,,1.0,,1.0,0.0,-0.027143425071520233,-0.027143425071520233,32.337215423583984,680.2000122070312,21995.774325863225
