,pos_NASDAQ100_TR,ret_NASDAQ100_TR,pos_CHILE_LARGECAP_NTR,ret_CHILE_LARGECAP_NTR,pos_COPPER_MINERS_TR,ret_COPPER_MINERS_TR,portfolio_ret_gross,cost,portfolio_ret_net,capital,cash_weight
2026-06-22,0.0,-0.001895851605005161,0.0,-0.006773176154283633,0.0,-0.0014023278642547599,0.0,0.0,0.0,10000000.0,1.0
2026-06-23,0.0,-0.03294580970044059,0.0,-0.028097345132743423,0.0,-0.06121884481665396,0.0,0.0,0.0,10000000.0,1.0
2026-06-24,0.0,-0.004315910339866669,0.0,-0.01609512459661755,0.0,-0.04557878943097915,0.0,0.0,0.0,10000000.0,1.0
2026-06-25,0.0,0.007538185921914131,0.0,0.014793342315491564,0.0,0.016955431437364554,0.0,0.0,0.0,10000000.0,1.0
2026-06-26,0.0,-0.010926375977671876,0.0,-0.00036209532494702046,0.0,-0.003315866655458022,0.0,0.0,0.0,10000000.0,1.0
2026-06-29,0.0,0.022546412006516636,0.0,0.0018111324273200058,0.0,-0.008092328453882636,0.0,0.0,0.0,10000000.0,1.0
2026-06-30,0.0,0.016878990007298977,0.0,0.0040978118220531545,0.0,0.0218059853083592,0.0,0.0,0.0,10000000.0,1.0
2026-07-01,0.0,-0.015380613898360873,0.0,-0.008588957055214674,0.0,-0.014456706164095556,0.0,0.0,0.0,10000000.0,1.0
2026-07-02,0.0,-0.016099713217845202,0.0,0.0032285837279379948,0.0,0.005990411588655542,0.0,0.0,0.0,10000000.0,1.0
2026-07-03,0.0,0.0,0.0,-0.0008984123578630321,0.0,0.00997430648493114,0.0,0.0,0.0,10000000.0,1.0
2026-07-06,0.0,0.012651342424099266,0.0,0.002160812787716848,0.0,-0.003125721409113935,0.0,0.0,0.0,10000000.0,1.0
2026-07-07,0.0,-0.01767334764821149,0.0,0.017182268648720855,0.0,-0.033791388198024186,0.0,0.0,0.0,10000000.0,1.0
2026-07-08,0.0,0.0027309950241629632,0.0,-0.019801719484418,0.0,-0.031071293327005978,0.0,0.0,0.0,10000000.0,1.0
2026-07-09,0.0,0.016236309742710286,0.0,0.015191607677738972,0.0,0.040848937591213774,0.0,0.0,0.0,10000000.0,1.0
2026-07-10,0.0,0.003299341289308977,0.0,0.0038105318867425186,0.0,0.01587037529944091,0.0,0.0,0.0,10000000.0,1.0
2026-07-13,0.0,-0.018809863331603505,0.0,-0.01928349238150473,0.0,-0.022556390977443663,0.0,0.0,0.0,10000000.0,1.0
2026-07-14,0.0,0.011009581168923921,0.0,0.01322491768026346,0.0,0.038432817959886956,0.0,0.0,0.0,10000000.0,1.0
2026-07-15,0.0,-0.002828760700967825,0.0,-0.005226226637838338,0.0,-0.016622184116272254,0.0,0.0,0.0,10000000.0,1.0
2026-07-16,0.0,-0.01616203917513015,0.0,-0.0024934995666378024,0.0,-0.032015675024492096,0.0,0.0,0.0,10000000.0,1.0
2026-07-17,0.0,-0.014921632005338248,0.0,-0.017698641856485953,0.0,-0.01552035563647991,0.0,0.0,0.0,10000000.0,1.0
2026-07-20,0.0,0.0004048889263308375,0.0,0.00023134287736104042,0.0,0.008381784375645518,0.0,0.0,0.0,10000000.0,1.0
2026-07-21,0.0,0.019260960014711115,0.0,0.008530496183725367,0.0,0.05860430629945057,0.0,0.0,0.0,10000000.0,1.0
2026-07-22,0.0,-0.005387657285196301,0.0,0.004006583207424974,0.0,0.02171729273417644,0.0,0.0,0.0,10000000.0,1.0
2026-07-23,0.0,-0.018735456295142727,0.0,-0.019146792072556318,0.0,-0.017674729061151195,0.0,0.0,0.0,10000000.0,1.0
2026-07-24,0.0,-0.011442775612355849,0.0,0.0038493150684930644,0.0,-0.011041733621045768,0.0,0.0,0.0,10000000.0,1.0
2026-07-27,0.0,-0.003168689999067942,0.0,0.009456748679739668,0.0,0.003347183213017413,0.0,0.0,0.0,10000000.0,1.0
2026-07-28,0.0,-0.009803643699262676,0.0,-0.003284937951172129,0.0,-0.016087837650259784,0.0,0.0,0.0,10000000.0,1.0
2026-07-29,0.0,-0.020560668238685076,0.0,0.003811151347465902,0.0,-0.015410371080983198,0.0,0.0,0.0,10000000.0,1.0
2026-07-30,0.0,0.033614106168646796,0.0,0.027184780846349232,0.0,0.04559348910073946,0.0,0.0,0.0,10000000.0,1.0
2026-07-31,0.0,0.006031346562537676,0.0,-0.007379248658318405,0.0,-0.009821028878392868,0.0,0.0,0.0,10000000.0,1.0
2026-08-03,0.0,0.017776084440240147,0.0,0.009991651537839763,0.0,0.009572446117508182,0.0,0.0,0.0,10000000.0,1.0
2026-08-04,0.0,0.033233716352936815,0.0,0.004027972761982301,0.0,0.058969215373578354,0.0,0.0,0.0,10000000.0,1.0
2026-08-05,0.0,-0.008252305876434107,0.0,0.021457320579164607,0.0,0.031115694633826463,0.0,0.0,0.0,10000000.0,1.0
2026-08-06,0.0,-0.003881565038578172,0.0,0.007471279072742698,0.0,-0.007055603680966249,0.0,0.0,0.0,10000000.0,1.0
2026-08-07,0.0,0.011890594814211397,0.0,-0.006387301587301608,0.0,0.020853615877069798,0.0,0.0,0.0,10000000.0,1.0
2026-08-10,0.0,-0.0032960866447165893,0.0,-0.0047797359643181325,0.0,0.010882623719661089,0.0,0.0,0.0,10000000.0,1.0
2026-08-11,0.0,-0.0032516813534781974,0.0,-0.01006767429019051,0.0,-0.009711790963705447,0.0,0.0,0.0,10000000.0,1.0
2026-08-12,0.0,0.0073618597074120995,0.0,-0.01293310329619013,0.0,0.0033198751232066392,0.0,0.0,0.0,10000000.0,1.0
2026-08-13,0.0,0.011508760527229045,0.0,-0.00036797560847390276,0.0,-0.034996136202956385,0.0,0.0,0.0,10000000.0,1.0
2026-08-14,0.0,-0.001226023721639491,0.0,0.0009728649558267133,0.0,-0.005575669804489314,0.0,0.0,0.0,10000000.0,1.0
2026-08-17,0.0,-0.0016765048880340583,0.0,0.009522183403819273,0.0,0.022898899602074918,0.0,0.0,0.0,10000000.0,1.0
2026-08-18,0.0,-0.016806036596621277,0.0,-0.0033306011995367646,0.0,-0.022549590254892227,0.0,0.0,0.0,10000000.0,1.0
2026-08-19,0.0,-0.0021907161736675063,0.0,0.00968579894787669,0.0,0.028309242487854824,0.0,0.0,0.0,10000000.0,1.0
2026-08-20,0.0,-0.00709871878480095,0.0,-0.005662645929488397,0.0,0.014135733033370679,0.0,0.0,0.0,10000000.0,1.0
2026-08-21,0.0,0.003389719327763663,0.0,0.01792981498095192,0.0,0.05323243900535268,0.0,0.0,0.0,10000000.0,1.0
2026-08-24,0.0,-0.00973612799422463,0.0,0.02497126069740707,0.0,0.009747212156907104,0.0,0.0,0.0,10000000.0,1.0
2026-08-25,0.0,0.0064102130060657014,0.0,-0.0007352483020749423,0.0,0.01859935105067967,0.0,0.0,0.0,10000000.0,1.0
2026-08-26,0.0,0.0005236569307032202,0.0,-0.020614571122140934,0.0,-0.008267126794212931,0.0,0.0,0.0,10000000.0,1.0
2026-08-27,0.0,0.014270308193491399,0.0,-0.00370544866489253,0.0,0.0005927002275203375,0.0,0.0,0.0,10000000.0,1.0
2026-08-28,0.0,-0.006973440209324777,0.0,-0.004818383988139385,0.0,-0.01773225818779367,0.0,0.0,0.0,10000000.0,1.0
2026-08-31,0.0,0.0008114550638329554,0.0,-0.010980543247929075,0.0,-0.012387659028129105,0.0,0.0,0.0,10000000.0,1.0
2026-09-01,0.0,-0.012868242824431442,0.0,0.004583820283080131,0.0,-0.0367112343704451,0.0,0.0,0.0,10000000.0,1.0
2026-09-02,0.0,0.0022762866904806334,0.0,0.020061269599162435,0.0,0.004842001087814518,0.0,0.0,0.0,10000000.0,1.0
2026-09-03,0.0,0.01170788333808126,0.0,-0.008312741557371828,0.0,0.008005339606285355,0.0,0.0,0.0,10000000.0,1.0
2026-09-04,0.0,0.0022720481978564244,0.0,-0.0054562414546569515,0.0,-0.0009811125735835757,0.0,0.0,0.0,10000000.0,1.0
2026-09-07,0.0,0.0,0.0,0.003918696680028644,0.0,-1.616586174146839e-05,0.0,0.0,0.0,10000000.0,1.0
2026-09-08,0.0,-0.0012251554163116296,0.0,0.004056976848356042,0.0,0.0488984807885835,0.0,0.0,0.0,10000000.0,1.0
2026-09-09,0.0,-0.0029196242020618213,0.0,-0.005914293726259956,0.0,-0.0016298693792625718,0.0,0.0,0.0,10000000.0,1.0
2026-09-10,0.0,-0.010713080463422231,0.0,-0.026221310424413335,0.0,-0.05997136318200602,0.0,0.0,0.0,10000000.0,1.0
2026-09-11,0.0,0.009147654985370846,0.0,-0.003212851405622552,0.0,-0.004183636602509422,0.0,0.0,0.0,10000000.0,1.0
2026-09-14,0.0,-0.008215611808231715,0.0,-0.008797770174766462,0.0,-0.02929305006411065,0.0,0.0,0.0,10000000.0,1.0
2026-09-15,0.0,-0.00643788823104452,0.0,0.010954887719064388,0.0,-0.009182650651534896,0.0,0.0,0.0,10000000.0,1.0
2026-09-16,0.0,0.0002610280091819295,0.0,-0.008265552289175804,0.0,-0.0012345573168954793,0.0,0.0,0.0,10000000.0,1.0
2026-09-17,0.0,0.01734068582408188,0.0,0.008414196464176626,0.0,0.0240134939097143,0.0,0.0,0.0,10000000.0,1.0
2026-09-18,0.0,0.006696264182142642,0.0,-0.0025967863121679757,0.0,0.00610254454312642,0.0,0.0,0.0,10000000.0,1.0
2026-09-21,0.0,0.028347187062613743,0.0,0.007519890043084176,0.0,0.012306025953467081,0.0,0.0,0.0,10000000.0,1.0
