one_way_cost,total_return,cagr,sharpe,max_drawdown,ann_vol,utility,final_capital_clp
0.0,1.7093503675452228,0.10828345151426544,0.811361912602223,-0.17701843093128322,0.13863530805105345,1.2945725611377168,27093503.67545223
0.0005,1.6626092002774886,0.10629577385109412,0.7984377142082735,-0.17791351030129077,0.13862919873272916,1.2647071526095552,26626092.002774887
0.0015,1.5715136344625287,0.1023302918461666,0.7725576558547885,-0.17970104896473893,0.13862204778562395,1.2057817460895932,25715136.344625287
0.003,1.4406367677631864,0.09640667675918513,0.7336654957698936,-0.18237581813593984,0.13862399208630827,1.119344082698648,24406367.677631862
