,portfolio_gross_ret,portfolio_turnover,portfolio_net_ret,capital_clp,benchmark_ret,benchmark_capital_clp
2022-10-10,-0.0014931506646680024,0.0,-0.0014931506646680024,14760069.950033065,-0.002722960186348644,19324001.39822431
2022-10-11,-0.00943357847347355,0.0,-0.00943357847347355,14620829.67188547,-0.010499757529073171,19121104.069051486
2022-10-12,-0.01670262218890617,0.0,-0.01670262218890617,14376623.477787618,-0.01760167184768582,18784540.66986259
2022-10-13,0.02997979002737563,0.0,0.02997979002737563,14807631.63095433,0.03321919206514179,19408547.934230223
2022-10-14,-0.027257076868013166,0.0,-0.027257076868013166,14404018.877356185,-0.03007564661479123,18824823.30525408
2022-10-17,0.03609477006242214,0.0,0.03609477006242214,14923928.626709143,0.04065734276945852,19590190.598950285
2022-10-18,0.008291196306801609,0.0,0.008291196306801609,15047665.848621882,0.009689349128929058,19780006.79516578
2022-10-19,-0.005054915128309268,0.0,-0.005054915128309268,14971601.174877942,-0.005224525876272645,19676665.63783159
2022-10-20,0.004395477028785573,0.0,0.004395477028785573,15037408.503926257,0.004078565554423529,19756918.20852796
2022-10-21,0.025824305603701643,0.0,0.025824305603701643,15425739.136619352,0.027970107096843576,20309521.326724064
2022-10-24,-0.014333449752860408,0.0,-0.014333449752860408,15204635.079803886,-0.013945429618930593,20026296.32646806
2022-10-25,0.025218575543123373,0.0,0.025218575543123373,15588074.318169542,0.02793335370466323,20585697.945149697
2022-10-26,-0.003045348691900516,0.0,-0.003045348691900516,15540603.196435457,-0.006205150024303229,20457960.60104505
2022-10-27,-0.017819620149116082,0.0,-0.017819620149116082,15263675.550586836,-0.020439487835324212,20039810.364204448
2022-10-28,-0.0039811645455317835,0.0,-0.0039811645455317835,15202908.346650342,-0.002302421585092628,19993670.27226074
2022-10-31,-0.017158840439371003,0.0,-0.017158840439371003,14942044.068115788,-0.018079142624335177,19632201.85582461
2022-11-01,0.007503249468692807,0.0,0.007503249468692807,15054157.952331062,0.006727372020431199,19764274.981288943
2022-11-02,-0.006854034416159359,0.0,-0.006854034416159359,14950976.235619484,-0.009488674668146556,19576738.205939706
2022-11-03,-0.006104065330932542,0.0,-0.006104065330932542,14859714.499916043,-0.007502323795531474,19429867.17705839
2022-11-04,0.03918212529198234,0.0,0.03918212529198234,15441949.695254842,0.04041290928161896,20215084.63663876
2022-11-07,-0.01783645410462135,0.0,-0.01783645410462135,15166520.068229558,-0.018463481847219673,19841843.788410172
2022-11-08,0.011197667979814483,0.0,0.011197667979814483,15336349.724362785,0.01092991923470281,20058713.538485084
2022-11-09,-0.020367379390264354,0.0,-0.020367379390264354,15023988.471064912,-0.022943589096604253,19598494.65725159
2022-11-10,0.03540559971968116,0.0,0.03540559971968116,15555921.793064542,0.04106701501951815,20403346.331700884
