Date,year,target_position,position_asset,turnover_asset,gross_asset_ret,net_asset_ret,ensemble_p_up,daily_ret_clp,price_usd,usdclp,price_clp,asset
2017-02-15,2017,0.0,0.0,0.0,0.0,0.0,,0.010419298298068647,18.09000015258789,640.9000244140625,11593.881539443973,CPER
2017-02-15,2017,1.0,1.0,0.0,0.004032837557886859,0.004032837557886859,0.7691607443907198,0.004032837557886859,121.17887115478516,640.9000244140625,77663.54148157034,QQQ
2017-02-15,2017,0.0,0.0,0.0,0.0,0.0,0.38674568492405215,0.0010332986125507482,30.352760314941406,640.9000244140625,19453.084826880135,ECH
2017-02-16,2017,1.0,1.0,0.0,-0.004052809509947464,-0.004052809509947464,0.8012138644800895,-0.004052809509947464,121.14140319824219,638.5,77348.78594207764,QQQ
2017-02-16,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.018063543899871637,17.829999923706055,638.5,11384.454951286316,CPER
2017-02-16,2017,0.0,0.0,0.0,-0.0,-0.0,0.41568618384964834,-0.008077348538955254,30.220760345458984,638.5,19295.95548057556,ECH
2017-02-17,2017,1.0,1.0,0.0,0.004490103602499129,0.004490103602499129,0.7927168029979074,0.004490103602499129,121.66629028320312,638.5999755859375,77696.0900044851,QQQ
2017-02-17,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.006574752031202391,17.709999084472656,638.5999755859375,11309.604982971214,CPER
2017-02-17,2017,0.0,0.0,0.0,-0.0,-0.0,0.4384041010251987,-0.011250132668607526,29.876094818115234,638.5999755859375,19078.873421451543,ECH
2017-02-21,2017,1.0,1.0,0.0,0.008077295666293338,0.008077295666293338,0.8045610392015797,0.008077295666293338,122.26610565185547,640.5999755859375,78323.66429556627,QQQ
2017-02-21,2017,0.0,0.0,0.0,0.0,0.0,,0.01785881458699068,17.969999313354492,640.5999755859375,11511.581121414201,CPER
2017-02-21,2017,0.0,0.0,0.0,0.0,0.0,0.4164980484822127,0.01273487135163931,30.162099838256836,640.5999755859375,19321.84042000794,ECH
2017-02-22,2017,1.0,1.0,0.0,0.0014766111514452618,0.0014766111514452618,0.8128705180927923,0.0014766111514452618,122.31298828125,641.2999877929688,78439.31789168715,QQQ
2017-02-22,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.003363980222004681,17.889999389648438,641.2999877929688,11472.856390197761,CPER
2017-02-22,2017,0.0,0.0,0.0,0.0,0.0,0.39379483797818965,0.004013353188747626,30.25009536743164,641.2999877929688,19399.38578987005,ECH
2017-02-23,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.030534370234032826,17.309999465942383,642.5499877929688,11122.539945537574,CPER
2017-02-23,2017,0.0,0.0,0.0,-0.0,-0.0,0.42576457311099025,-0.00023696089129543463,30.184093475341797,642.5499877929688,19394.7888941227,ECH
2017-02-23,2017,1.0,1.0,0.0,-0.0018131258844625853,-0.0018131258844625853,0.7659116837405453,-0.0018131258844625853,121.85370635986328,642.5499877929688,78297.09753405815,QQQ
2017-02-24,2017,0.0,0.0,0.0,-0.0,-0.0,0.4580650213935353,-0.01622735759052163,29.766088485717773,641.0,19080.062719345093,ECH
2017-02-24,2017,1.0,1.0,0.0,-0.0004936588319209845,-0.0004936588319209845,0.7840235688818,-0.0004936588319209845,122.08805847167969,641.0,78258.44548034668,QQQ
2017-02-24,2017,0.0,0.0,0.0,0.0,0.0,,0.009113943548150871,17.510000228881836,641.0,11223.910146713257,CPER
2017-02-27,2017,0.0,0.0,0.0,0.0,0.0,0.4512594718472932,0.005536180318979067,29.6854305267334,646.2999877929688,19185.693387056817,ECH
2017-02-27,2017,1.0,1.0,0.0,0.009506852274341338,0.009506852274341338,0.7814390878961532,0.009506852274341338,122.23802947998047,646.2999877929688,79002.43696074793,QQQ
2017-02-27,2017,0.0,0.0,0.0,0.0,0.0,,0.009995824041194812,17.540000915527344,646.2999877929688,11336.102377593983,CPER
2017-02-28,2017,0.0,0.0,0.0,-0.0,-0.0,0.4159131264815584,-0.004616820691513257,29.546092987060547,646.3499755859375,19097.116480846424,ECH
2017-02-28,2017,1.0,1.0,0.0,-0.002989803897137544,-0.002989803897137544,0.6819038382708127,-0.002989803897137544,121.8631362915039,646.3499755859375,78766.23516683932,QQQ
2017-02-28,2017,0.0,0.0,0.0,0.0,0.0,,0.002928148536612163,17.59000015258789,646.3499755859375,11369.29616918182,CPER
2017-03-01,2017,0.0,0.0,0.0,0.0,0.0,0.3993584084407802,0.01918937853560121,29.934755325317383,650.2000122070312,19463.578277935856,ECH
2017-03-01,2017,0.0,0.0,0.0,0.0,0.0,,0.015106832026994699,17.75,650.2000122070312,11541.050216674805,CPER
2017-03-01,2017,1.0,1.0,0.0,0.01694292098726402,0.01694292098726402,0.6595233263833236,0.01694292098726402,123.19403839111328,650.2000122070312,80100.76526573533,QQQ
2017-03-02,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.011483009024923718,17.530000686645508,650.7999877929688,11408.52423287963,CPER
2017-03-02,2017,0.0,0.0,0.0,-0.0,-0.0,0.3483833962111505,-0.009130392514113739,29.63409423828125,650.7999877929688,19285.868168529123,ECH
2017-03-02,2017,1.0,1.0,0.0,-0.004103774186452469,-0.004103774186452469,0.6605234943550208,-0.004103774186452469,122.57537078857422,650.7999877929688,79772.04981292272,QQQ
2017-03-03,2017,0.0,0.0,0.0,0.0,0.0,,0.014181641558258296,17.670000076293945,654.7999877929688,11570.315834259032,CPER
2017-03-03,2017,0.0,0.0,0.0,0.0,0.0,0.3499122544651218,0.01461169625797254,29.883426666259766,654.7999877929688,19567.66741627897,ECH
2017-03-03,2017,1.0,1.0,0.0,0.007993031284800223,0.007993031284800223,0.7202967621546459,0.007993031284800223,122.80035400390625,654.7999877929688,80409.67030273005,QQQ
2017-03-06,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.015260635447223558,17.350000381469727,656.7000122070312,11393.745462303166,CPER
2017-03-06,2017,0.0,0.0,0.0,0.0,0.0,0.33378809502860696,0.008070039745588398,30.03742790222168,656.7000122070312,19725.579270056798,ECH
2017-03-06,2017,1.0,1.0,0.0,0.0006818139966286996,0.0006818139966286996,0.791909471467962,0.0006818139966286996,122.5285415649414,656.7000122070312,80464.49474140676,QQQ
2017-03-07,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.009396511100374538,17.06999969482422,661.2000122070312,11286.684006591793,CPER
2017-03-07,2017,0.0,0.0,0.0,0.0,0.0,0.3204545607795379,0.011768663475944852,30.184093475341797,661.2000122070312,19957.72297435417,ECH
2017-03-07,2017,1.0,1.0,0.0,0.005158229894982824,0.005158229894982824,0.5910030663722564,0.005158229894982824,122.3223648071289,661.2000122070312,80879.54910366656,QQQ
2017-03-08,2017,0.0,0.0,0.0,-0.0,-0.0,0.3333526443865279,-0.017540514622315984,29.78076171875,658.4000244140625,19607.654242694378,ECH
2017-03-08,2017,1.0,1.0,0.0,-0.002479559800836806,-0.002479559800836806,0.5508394839581973,-0.002479559800836806,122.53797149658203,658.4000244140625,80679.0034249993,QQQ
2017-03-08,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.011818107188623639,16.940000534057617,658.4000244140625,11153.296765197767,CPER
2017-03-09,2017,1.0,1.0,0.0,0.007452429375401692,0.007452429375401692,0.666523422042181,0.007452429375401692,122.63165283203125,662.7999877929688,81280.2580001019,QQQ
2017-03-09,2017,0.0,0.0,0.0,0.0,0.0,,0.004899979655935693,16.90999984741211,662.7999877929688,11207.94769244385,CPER
2017-03-09,2017,0.0,0.0,0.0,0.0,0.0,0.31954002960932565,0.0029645762528252018,29.670764923095703,662.7999877929688,19665.782628835877,ECH
2017-03-10,2017,1.0,1.0,0.0,0.007536955099080478,0.007536955099080478,0.5970226615569046,0.007536955099080478,123.14716339111328,665.0,81892.86365509033,QQQ
2017-03-10,2017,0.0,0.0,0.0,0.0,0.0,,0.005692640317540132,16.950000762939453,665.0,11271.750507354736,CPER
2017-03-10,2017,0.0,0.0,0.0,0.0,0.0,0.30597612477763403,0.005551000361855074,29.73676300048828,665.0,19774.947395324707,ECH
2017-03-13,2017,1.0,1.0,0.0,-0.0007354049914208849,-0.0007354049914208849,0.6497848312272722,-0.0007354049914208849,123.35338592529297,663.4000244140625,81832.63923439663,QQQ
2017-03-13,2017,0.0,0.0,0.0,0.0,0.0,,0.009364974695858619,17.149999618530273,663.4000244140625,11377.310165634146,CPER
2017-03-13,2017,0.0,0.0,0.0,0.0,0.0,0.3053571547327708,0.014815038649681922,30.25009536743164,663.4000244140625,20067.91400528187,ECH
2017-03-14,2017,1.0,1.0,0.0,0.0014778221161659832,0.0014778221161659832,0.6499786165821181,0.0014778221161659832,123.05341339111328,666.0,81953.57331848145,QQQ
2017-03-14,2017,0.0,0.0,0.0,0.0,0.0,,0.007431389616152861,17.209999084472656,666.0,11461.859390258789,CPER
2017-03-14,2017,0.0,0.0,0.0,-0.0,-0.0,0.28489952867781443,-0.005815829912668158,29.95676040649414,666.0,19951.202430725098,ECH
2017-03-15,2017,1.0,1.0,0.0,0.010551316905612174,0.010551316905612174,0.7554625953551315,0.010551316905612174,123.81266021728516,668.9000244140625,82818.29144211207,QQQ
2017-03-15,2017,0.0,0.0,0.0,0.0,0.0,0.32184549123276573,0.02131884259852934,30.462757110595703,668.9000244140625,20376.538974997122,ECH
2017-03-15,2017,0.0,0.0,0.0,0.0,0.0,,0.016609790749047226,17.420000076293945,668.9000244140625,11652.23847632599,CPER
2017-03-16,2017,0.0,0.0,0.0,0.0,0.0,0.3563838301974752,0.010525339450660143,30.917430877685547,666.0,20591.008964538574,ECH
2017-03-16,2017,1.0,1.0,0.0,-0.005014509637271902,-0.005014509637271902,0.7129206449901724,-0.005014509637271902,123.72822570800781,666.0,82402.9983215332,QQQ
2017-03-16,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.006050243733284777,17.389999389648438,666.0,11581.73959350586,CPER
2017-03-17,2017,0.0,0.0,0.0,-0.0,-0.0,0.38947921358598786,-0.023745936598391193,31.027437210083008,647.8800048828125,20102.056171169737,ECH
2017-03-17,2017,1.0,1.0,0.0,-0.027546654187976305,-0.027546654187976305,0.7407056363426396,-0.027546654187976305,123.68505096435547,647.8800048828125,80133.07142271753,QQQ
2017-03-17,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.016019200506163567,17.59000015258789,647.8800048828125,11396.209384747315,CPER
2017-03-20,2017,0.0,0.0,0.0,0.0,0.0,0.3750160207018222,0.0291412010109815,31.26943016052246,661.5999755859375,20687.854230787838,ECH
2017-03-20,2017,1.0,1.0,0.0,0.022107208650281374,0.022107208650281374,0.7236870873153646,0.022107208650281374,123.7977523803711,661.5999755859375,81904.58995244745,QQQ
2017-03-20,2017,0.0,0.0,0.0,0.0,0.0,,0.004921446896879678,17.309999465942383,661.5999755859375,11452.295224060072,CPER
2017-03-21,2017,0.0,0.0,0.0,-0.0,-0.0,0.438076342028918,-0.002789088546641949,31.276765823364258,659.5999755859375,20630.15397349815,ECH
2017-03-21,2017,1.0,1.0,0.0,-0.018150140578906848,-0.018150140578906848,0.7180781271638971,-0.018150140578906848,121.91936492919922,659.5999755859375,80418.01013075281,QQQ
2017-03-21,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.017421834568951633,17.059999465942383,659.5999755859375,11252.775231231702,CPER
2017-03-22,2017,1.0,1.0,0.0,0.005100374656019646,0.005100374656019646,0.6613374540902566,0.005100374656019646,122.74589538574219,658.5,80828.17211151123,QQQ
2017-03-22,2017,0.0,0.0,0.0,0.0,0.0,,0.008865778974480376,17.239999771118164,658.5,11352.539849281311,CPER
2017-03-22,2017,0.0,0.0,0.0,-0.0,-0.0,0.44263744137328953,-0.0019017896252500055,31.26943016052246,658.5,20590.91976070404,ECH
2017-03-23,2017,0.0,0.0,0.0,0.0,0.0,,0.006277730246375679,17.280000686645508,661.0999755859375,11423.808032066328,CPER
2017-03-23,2017,0.0,0.0,0.0,0.0,0.0,0.458035526916142,0.008657354104648185,31.416099548339844,661.0999755859375,20769.182644412853,ECH
2017-03-23,2017,1.0,1.0,0.0,0.0014130856240510692,0.0014130856240510692,0.7706063557333429,0.0014130856240510692,122.43592834472656,661.0999755859375,80942.38923954032,QQQ
2017-03-24,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.002521709620651791,17.200000762939453,662.5,11395.000505447388,CPER
2017-03-24,2017,0.0,0.0,0.0,0.0,0.0,0.44711886089898745,0.014749290991192376,31.812095642089844,662.5,21075.51336288452,ECH
2017-03-24,2017,1.0,1.0,0.0,0.004193214955452662,0.004193214955452662,0.7239726388224461,0.004193214955452662,122.68950653076172,662.5,81281.79807662964,QQQ
2017-03-27,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.009030701623436999,17.1299991607666,659.2000122070312,11292.095655883779,CPER
2017-03-27,2017,0.0,0.0,0.0,-0.0,-0.0,0.47004412825505193,-0.010027171343958696,31.650766372680664,659.2000122070312,20864.185579232988,ECH
2017-03-27,2017,1.0,1.0,0.0,-0.003381835068195782,-0.003381835068195782,0.6952516585900184,-0.003381835068195782,122.88670349121094,659.2000122070312,81006.91644148808,QQQ
2017-03-28,2017,0.0,0.0,0.0,0.0,0.0,0.4509402320292678,0.026649122496859246,32.24476623535156,664.2999877929688,21420.197816531174,ECH
2017-03-28,2017,1.0,1.0,0.0,0.01389852592810592,0.01389852592810592,0.7616462593560036,0.01389852592810592,123.63810729980469,664.2999877929688,82132.79317000601,QQQ
2017-03-28,2017,0.0,0.0,0.0,0.0,0.0,,0.024797007631254253,17.420000076293945,664.2999877929688,11572.105838035583,CPER
2017-03-29,2017,1.0,1.0,0.0,0.0061459329422908215,0.0061459329422908215,0.6200006696304553,0.0061459329422908215,124.21099853515625,665.2999877929688,82637.57580919191,QQQ
2017-03-29,2017,0.0,0.0,0.0,0.0,0.0,,0.0003554837665542543,17.399999618530273,665.2999877929688,11576.219533805852,CPER
2017-03-29,2017,0.0,0.0,0.0,0.0,0.0,0.43307459849983254,0.0024165927110981755,32.274105072021484,665.2999877929688,21471.961710444884,ECH
2017-03-30,2017,1.0,1.0,0.0,-0.002626866667823413,-0.002626866667823413,0.6848128712573461,-0.002626866667823413,124.41768646240234,662.4500122070312,82420.49791578902,QQQ
2017-03-30,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.0025669536403329918,17.43000030517578,662.4500122070312,11546.503914932255,CPER
2017-03-30,2017,0.0,0.0,0.0,-0.0,-0.0,0.4279210516793687,-0.009035146641078184,32.12009811401367,662.4500122070312,21277.9593877194,ECH
2017-03-31,2017,1.0,1.0,0.0,-0.00045364093649347126,-0.00045364093649347126,0.6440005055789723,-0.00045364093649347126,124.33309936523438,662.5999755859375,82383.10860392824,QQQ
2017-03-31,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.006659911257362761,17.309999465942383,662.5999755859375,11469.605223526014,CPER
2017-03-31,2017,0.0,0.0,0.0,-0.0,-0.0,0.42164148800277773,-0.005254139182381157,31.944103240966797,662.5999755859375,21166.162027579267,ECH
2017-04-03,2017,1.0,1.0,0.0,-0.005430521809884015,-0.005430521809884015,0.6439210145877122,-0.005430521809884015,124.25799560546875,659.4000244140625,81935.72533588856,QQQ
2017-04-03,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.022651591177179298,17.0,659.4000244140625,11209.800415039062,CPER
2017-04-03,2017,0.0,0.0,0.0,0.0,0.0,0.42032216834333647,0.0008821204631972446,32.127437591552734,659.4000244140625,21184.833132231142,ECH
2017-04-04,2017,0.0,0.0,0.0,0.0,0.0,,0.0040284194112234495,17.110000610351562,657.7999877929688,11254.958192626946,CPER
2017-04-04,2017,0.0,0.0,0.0,-0.0,-0.0,0.4353077978068176,-0.0033373712855137017,32.09810256958008,657.7999877929688,21114.131478447234,ECH
2017-04-04,2017,1.0,1.0,0.0,-0.0008433584370294289,-0.0008433584370294289,0.688262655095728,-0.0008433584370294289,124.45519256591797,657.7999877929688,81866.62415063241,QQQ
2017-04-05,2017,0.0,0.0,0.0,0.0,0.0,0.4328814781454184,0.011366311474953816,32.369441986083984,659.7000122070312,21354.121273354394,ECH
2017-04-05,2017,1.0,1.0,0.0,-0.0011982061714154169,-0.0011982061714154169,0.7475913164508688,-0.0011982061714154169,123.94805145263672,659.7000122070312,81768.53105634218,QQQ
2017-04-05,2017,0.0,0.0,0.0,0.0,0.0,,0.026334098007195106,17.510000228881836,659.7000122070312,11551.347364738467,CPER
2017-04-06,2017,0.0,0.0,0.0,0.0,0.0,0.43759427814249807,0.011053329091169184,32.8167724609375,657.9000244140625,21590.155403241515,ECH
2017-04-06,2017,1.0,1.0,0.0,-0.002199599394729135,-0.002199599394729135,0.6627400644100973,-0.002199599394729135,124.01378631591797,657.9000244140625,81588.67304492276,QQQ
2017-04-06,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.011271632238979312,17.360000610351562,657.9000244140625,11421.144825378433,CPER
2017-04-07,2017,0.0,0.0,0.0,-0.0,-0.0,0.44354490592431706,-0.000812242646904271,32.89010238647461,655.9000244140625,21572.61895826971,ECH
2017-04-07,2017,1.0,1.0,0.0,-0.003568425128112618,-0.003568425128112618,0.7238212902255774,-0.003568425128112618,123.94805145263672,655.9000244140625,81297.5299738599,QQQ
2017-04-07,2017,0.0,0.0,0.0,-0.0,-0.0,,-0.008782854556332875,17.260000228881836,655.9000244140625,11320.83457151032,CPER
